Feature ID,Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Northernmost Latitude,Southernmost Latitude,Easternmost Longitude,Westernmost Longitude,Coordinate System,Continent Ethnicity,Feature Type,Feature Type Code,Quad,Approval Status,Approval Date,Reference,Origin,Additional Info,Last Updated
10679,Lavoisier L,Lavoisier L,Moon,6.42,39.74,285.02,39.84,39.63,285.16,284.89,+E (0-360),France,Satellite Feature,SF,LAC-22,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
10680,Lavoisier N,Lavoisier N,Moon,25.21,41.90,277.66,42.31,41.48,278.22,277.10,+E (0-360),France,Satellite Feature,SF,LAC-22,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
10681,Lavoisier S,Lavoisier S,Moon,24.62,39.05,276.92,39.45,38.64,277.44,276.40,+E (0-360),France,Satellite Feature,SF,LAC-22,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
10682,Lavoisier T,Lavoisier T,Moon,18.57,36.50,283.38,36.81,36.19,283.76,283.00,+E (0-360),France,Satellite Feature,SF,LAC-22,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
10683,Lavoisier W,Lavoisier W,Moon,16.20,36.82,278.15,37.09,36.56,278.48,277.81,+E (0-360),France,Satellite Feature,SF,LAC-22,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
10684,Lavoisier Z,Lavoisier Z,Moon,12.45,36.12,273.71,36.33,35.92,273.96,273.45,+E (0-360),France,Satellite Feature,SF,LAC-36,Approved,2006,[68],Antoine Laurent; French chemist (1743-1794).,,"Oct 18, 2010"
3308,Lawrence,Lawrence,Moon,24.02,7.35,43.30,7.75,6.96,43.70,42.90,+E (0-360),American,"Crater, craters",AA,LAC-61,Approved,1973,-,"Ernest Orlando; American physicist; Nobel laureate (1901-1958), and Robert Henry, Jr.; American astronaut (1935-1967).",,"Oct 18, 2010"
15143,Laxness,Laxness,Mercury,25.89,83.27,309.96,83.56,82.98,312.45,307.48,+E (0-360),Iceland,"Crater, craters",AA,H-01,Approved,"Jun 18, 2013",[139],Halldór Kiljan; Icelandic writer (1902-1998).,None,"Jun 18, 2013"
14283,Laylá,Layla,Mars,19.36,-61.11,107.12,-60.94,-61.27,107.46,106.78,+E (0-360),Saudi Arabia,"Crater, craters",AA,mc28,Approved,"Apr 16, 2007",[74],Town in Saudi Arabia.,,"Nov 17, 2010"
15698,Layl Cavus,Layl Cavus,Mars,48.40,-10.40,261.40,-10.10,-10.70,261.80,261.00,+E (0-360),Arabian,"Cavus, cavi",CB,mc17,Approved,"Nov 06, 2017",[446],Arabic word for night.,None,"Nov 06, 2017"
3309,Lazarus,Lazarus,Venus,24.20,-52.90,127.20,-52.90,-52.90,127.20,127.20,+E (0-360),American,"Crater, craters",AA,v58,Approved,1994,[99],Emma; American poet (1849-1887).,,"Oct 01, 2006"
14143,L. Clark,L  Clark,Moon,15.30,-43.34,212.30,-43.08,-43.59,212.65,211.96,+E (0-360),United States,"Crater, craters",AA,LAC-121,Approved,2006,-,"Laurel Blair Salton; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003).",,"Oct 18, 2010"
3315,Leah,Leah,Venus,12.00,-34.20,187.80,-34.20,-34.20,187.80,187.80,+E (0-360),Hebrew,"Crater, craters",AA,v50,Approved,1994,[82],Hebrew first name.,,"Oct 01, 2006"
3316,Leakey,Leakey,Moon,12.48,-3.19,37.46,-2.98,-3.40,37.67,37.26,+E (0-360),Great Britain,"Crater, craters",AA,LAC-79,Approved,1976,-,Louis Seymour Bazett; British archaeologist (1903-1972).,,"Oct 18, 2010"
3317,Leander,Leander,Eros,1.40,25.60,149.70,25.60,25.60,149.70,149.70,+E (0-360),Roman,"Crater, craters",AA,-,Approved,2003,[59],"Lover of Hero, swam to her across Hellespont every night and drowned; in despair, Hero drowned herself.",,"Oct 01, 2006"
3318,Lear,Lear,Oberon,126.00,-5.40,31.50,-5.30,-5.50,36.10,26.90,+E (0-360),Great Britain,"Crater, craters",AA,-,Approved,1988,[85],Shakespearean hero in “;King Lear.“;,,"Oct 01, 2006"
3319,Leavitt,Leavitt,Moon,69.31,-44.86,220.11,-43.71,-46.00,221.72,218.49,+E (0-360),American,"Crater, craters",AA,LAC-121,Approved,1970,[75],Henrietta Swan; American astronomer (1868-1921).,,"Oct 18, 2010"
10707,Leavitt Z,Leavitt Z,Moon,63.59,-42.57,220.44,-41.52,-43.62,221.87,219.02,+E (0-360),American,Satellite Feature,SF,LAC-121,Approved,2006,[75],Henrietta Swan; American astronomer (1868-1921).,,"Oct 18, 2010"
3320,Lebedev,Lebedev,Moon,121.80,-46.80,107.89,-44.80,-48.81,110.82,104.95,+E (0-360),Russia,"Crater, craters",AA,LAC-117,Approved,1970,[68],Pëtr Nikolajevich; Russian physicist (1866-1912).,,"Oct 18, 2010"
3321,Lebedeva,Lebedeva,Venus,37.40,45.20,49.80,45.20,45.20,49.80,49.80,+E (0-360),Soviet,"Crater, craters",AA,v09,Approved,1994,[99],Sarah; Soviet sculptor (1881-1968).,,"Dec 30, 2008"
10708,Lebedev C,Lebedev C,Moon,35.86,-45.63,111.37,-45.04,-46.23,112.22,110.53,+E (0-360),Russia,Satellite Feature,SF,LAC-117,Approved,2006,[68],Pëtr Nikolajevich; Russian physicist (1866-1912).,,"Oct 18, 2010"
10709,Lebedev D,Lebedev D,Moon,32.26,-45.16,113.05,-44.62,-45.69,113.81,112.30,+E (0-360),Russia,Satellite Feature,SF,LAC-117,Approved,2006,[68],Pëtr Nikolajevich; Russian physicist (1866-1912).,,"Oct 18, 2010"
10710,Lebedev F,Lebedev F,Moon,20.68,-47.95,111.28,-47.67,-48.23,111.79,110.77,+E (0-360),Russia,Satellite Feature,SF,LAC-117,Approved,2006,[68],Pëtr Nikolajevich; Russian physicist (1866-1912).,,"Oct 18, 2010"
10711,Lebedev K,Lebedev K,Moon,20.99,-50.02,109.36,-49.68,-50.37,109.90,108.82,+E (0-360),Russia,Satellite Feature,SF,LAC-130,Approved,2006,[68],Pëtr Nikolajevich; Russian physicist (1866-1912).,,"Oct 18, 2010"
3322,Lebedinskiy,Lebedinskiy,Moon,63.39,7.84,195.11,8.89,6.80,196.17,194.06,+E (0-360),Soviet,"Crater, craters",AA,LAC-69,Approved,1970,-,Aleksandr I.; Soviet astrophysicist (1913-1967).,,"Oct 18, 2010"
10712,Lebedinskiy A,Lebedinskiy A,Moon,35.80,10.45,195.85,11.04,9.86,196.45,195.25,+E (0-360),Soviet,Satellite Feature,SF,LAC-69,Approved,2006,-,Aleksandr I.; Soviet astrophysicist (1913-1967).,,"Oct 18, 2010"
10713,Lebedinskiy B,Lebedinskiy B,Moon,37.48,9.99,196.51,10.57,9.42,196.94,196.08,+E (0-360),Soviet,Satellite Feature,SF,LAC-69,Approved,2006,-,Aleksandr I.; Soviet astrophysicist (1913-1967).,,"Oct 18, 2010"
10714,Lebedinskiy K,Lebedinskiy K,Moon,29.55,6.26,196.06,6.75,5.77,196.55,195.57,+E (0-360),Soviet,Satellite Feature,SF,LAC-69,Approved,2006,-,Aleksandr I.; Soviet astrophysicist (1913-1967).,,"Oct 18, 2010"
10715,Lebedinskiy P,Lebedinskiy P,Moon,49.70,5.75,194.36,6.57,4.93,195.18,193.53,+E (0-360),Soviet,Satellite Feature,SF,LAC-69,Approved,2006,-,Aleksandr I.; Soviet astrophysicist (1913-1967).,,"Oct 18, 2010"
3323,Lebesgue,Lebesgue,Moon,11.39,-5.14,88.97,-4.95,-5.32,89.16,88.79,+E (0-360),France,"Crater, craters",AA,LAC-81,Approved,1976,[68],Henri Leon; French mathematician (1875-1941).,,"Oct 18, 2010"
3324,Lebu,Lebu,Mars,19.34,-20.29,340.53,-20.13,-20.45,340.71,340.36,+E (0-360),Chile,"Crater, craters",AA,mc19,Approved,1976,[36],Town in Chile.,,"Nov 17, 2010"
3325,Lechuguilla,Lechuguilla,Ida,1.50,7.90,357.10,7.90,7.90,357.10,357.10,+E (0-360),United States,"Crater, craters",AA,-,Approved,1997,[113],"Cave in Carlsbad National Park, New Mexico.",,"Oct 30, 2008"
3326,Leda Planitia,Leda Planitia,Venus,2890.00,44.00,65.10,48.20,39.80,68.90,61.20,+E (0-360),Greek,"Planitia, planitiae",PL,v10,Approved,1982,[1],"Mother of Helen, Castor.",,"Oct 01, 2006"
15016,Lederberg,Lederberg,Mars,87.25,13.01,314.08,13.71,12.31,314.84,313.32,+E (0-360),American,"Crater, craters",AA,mc10,Approved,"Jul 20, 2012",[277],Joshua; American molecular biologist (1925-2008).,None,"Jul 20, 2012"
3327,Ledoux Patera,Ledoux Patera,Venus,75.00,-9.20,224.80,-9.20,-9.20,224.80,224.80,+E (0-360),France,"Patera, paterae",PE,v39,Approved,1994,[99],Jeanne; French artist (1767- 1840).,,"Oct 01, 2006"
3328,Lee,Lee,Moon,41.17,-30.66,319.24,-29.98,-31.34,320.03,318.45,+E (0-360),Great Britain,"Crater, craters",AA,LAC-93,Approved,1935,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
10716,Lee A,Lee A,Moon,17.44,-31.50,318.76,-31.21,-31.79,319.10,318.42,+E (0-360),Great Britain,Satellite Feature,SF,LAC-93,Approved,2006,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
10717,Lee H,Lee H,Moon,4.53,-30.85,321.15,-30.77,-30.92,321.24,321.06,+E (0-360),Great Britain,Satellite Feature,SF,LAC-93,Approved,2006,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
10718,Lee M,Lee M,Moon,72.33,-29.83,320.30,-28.64,-31.02,321.68,318.92,+E (0-360),Great Britain,Satellite Feature,SF,LAC-93,Approved,2006,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
10719,Lee S,Lee S,Moon,6.89,-30.83,317.04,-30.71,-30.94,317.17,316.91,+E (0-360),Great Britain,Satellite Feature,SF,LAC-93,Approved,2006,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
10720,Lee T,Lee T,Moon,3.50,-30.05,317.90,-29.99,-30.11,317.94,317.86,+E (0-360),Great Britain,Satellite Feature,SF,LAC-93,Approved,2006,[66],"John; British astronomer, humanitarian (1783-1866).",,"Oct 18, 2010"
3329,Leeuwenhoek,Leeuwenhoek,Moon,125.00,-29.28,181.13,-27.24,-31.33,183.35,178.92,+E (0-360),The Netherlands (Dutch),"Crater, craters",AA,LAC-104,Approved,1970,-,Antony van; Dutch microscopist (1632-1723).,,"Oct 18, 2010"
10721,Leeuwenhoek E,Leeuwenhoek E,Moon,102.11,-28.51,183.73,-26.83,-30.20,185.65,181.81,+E (0-360),The Netherlands (Dutch),Satellite Feature,SF,LAC-104,Approved,2006,-,Antony van; Dutch microscopist (1632-1723).,,"Oct 18, 2010"
3330,Legendre,Legendre,Moon,78.08,-28.92,70.02,-27.63,-30.21,71.49,68.55,+E (0-360),France,"Crater, craters",AA,LAC-99,Approved,1935,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10722,Legendre D,Legendre D,Moon,57.54,-31.60,75.15,-30.65,-32.55,76.26,74.03,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10723,Legendre E,Legendre E,Moon,26.08,-33.86,78.57,-33.43,-34.29,79.09,78.06,+E (0-360),France,Satellite Feature,SF,LAC-115,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10724,Legendre F,Legendre F,Moon,40.09,-33.66,76.12,-33.06,-34.26,76.83,75.40,+E (0-360),France,Satellite Feature,SF,LAC-115,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10725,Legendre G,Legendre G,Moon,16.61,-32.23,73.92,-31.96,-32.51,74.24,73.59,+E (0-360),France,Satellite Feature,SF,LAC-115,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10726,Legendre H,Legendre H,Moon,8.44,-32.44,78.17,-32.30,-32.58,78.34,78.01,+E (0-360),France,Satellite Feature,SF,LAC-115,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10727,Legendre J,Legendre J,Moon,12.49,-30.63,74.10,-30.42,-30.84,74.34,73.86,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10728,Legendre K,Legendre K,Moon,91.91,-29.79,72.21,-28.31,-31.27,73.50,70.94,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10729,Legendre L,Legendre L,Moon,31.06,-28.12,73.50,-27.61,-28.63,74.08,72.92,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10730,Legendre M,Legendre M,Moon,9.56,-28.17,71.61,-28.01,-28.32,71.79,71.43,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10731,Legendre N,Legendre N,Moon,5.82,-27.47,70.50,-27.38,-27.57,70.61,70.39,+E (0-360),France,Satellite Feature,SF,LAC-99,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
10732,Legendre P,Legendre P,Moon,6.99,-27.31,69.28,-27.19,-27.42,69.41,69.15,+E (0-360),France,Satellite Feature,SF,LAC-98,Approved,2006,[68],Adrien Marie; French mathematician (1752-1833).,,"Oct 18, 2010"
3311,Le Gentil,Le Gentil,Moon,125.38,-74.27,283.98,-72.21,-76.34,291.63,276.33,+E (0-360),France,"Crater, craters",AA,LAC-136,Approved,1935,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
10685,Le Gentil A,Le Gentil A,Moon,37.00,-74.63,307.37,-74.04,-75.23,309.28,305.44,+E (0-360),France,Satellite Feature,SF,LAC-136,Approved,2006,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
10686,Le Gentil B,Le Gentil B,Moon,15.72,-75.48,285.95,-75.22,-75.74,286.98,284.92,+E (0-360),France,Satellite Feature,SF,LAC-136,Approved,2006,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
10687,Le Gentil C,Le Gentil C,Moon,18.68,-74.36,284.72,-74.05,-74.67,285.87,283.58,+E (0-360),France,Satellite Feature,SF,LAC-136,Approved,2006,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
10688,Le Gentil D,Le Gentil D,Moon,12.38,-74.60,295.90,-74.40,-74.80,296.66,295.13,+E (0-360),France,Satellite Feature,SF,LAC-136,Approved,2006,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
10689,Le Gentil G,Le Gentil G,Moon,17.35,-71.74,300.88,-71.46,-72.03,301.80,299.97,+E (0-360),France,Satellite Feature,SF,LAC-136,Approved,2006,[67],Guillaume Hyazinthe; French astronomer (1725-1792).,,"Oct 18, 2010"
3332,Lehmann,Lehmann,Venus,21.70,-44.10,39.10,-44.10,-44.10,39.10,39.10,+E (0-360),Denmark,"Crater, craters",AA,v45,Approved,1991,[99],Inge; Danish geophysicist (1888-1993).,,"Aug 04, 2009"
3331,Lehmann,Lehmann,Moon,53.85,-39.96,303.83,-39.21,-40.71,304.99,302.67,+E (0-360),Germany,"Crater, craters",AA,LAC-110,Approved,1935,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10733,Lehmann A,Lehmann A,Moon,29.64,-39.51,306.13,-39.02,-40.00,306.76,305.49,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10734,Lehmann C,Lehmann C,Moon,15.08,-35.57,309.83,-35.32,-35.82,310.14,309.52,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10735,Lehmann D,Lehmann D,Moon,12.08,-39.54,302.51,-39.34,-39.74,302.77,302.26,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10736,Lehmann E,Lehmann E,Moon,44.88,-37.44,305.04,-36.70,-38.18,305.97,304.10,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10737,Lehmann H,Lehmann H,Moon,13.81,-41.01,301.27,-40.78,-41.23,301.57,300.97,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10738,Lehmann K,Lehmann K,Moon,5.58,-36.44,309.47,-36.34,-36.53,309.59,309.36,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
10739,Lehmann L,Lehmann L,Moon,5.85,-36.42,307.96,-36.32,-36.52,308.08,307.84,+E (0-360),Germany,Satellite Feature,SF,LAC-110,Approved,2006,[66],Jacob Heinrich Wilhelm; German astronomer (1800-1863).,,"Oct 18, 2010"
3335,Leibnitz,Leibnitz,Moon,236.67,-38.24,179.35,-34.35,-42.12,184.22,174.49,+E (0-360),Germany,"Crater, craters",AA,LAC-120,Approved,1970,[75],"Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",,"Oct 18, 2010"
10740,Leibnitz R,Leibnitz R,Moon,20.21,-39.57,176.34,-39.24,-39.91,176.77,175.90,+E (0-360),Germany,Satellite Feature,SF,LAC-119,Approved,2006,[75],"Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",,"Oct 18, 2010"
10741,Leibnitz S,Leibnitz S,Moon,30.40,-39.91,172.09,-39.41,-40.41,172.74,171.43,+E (0-360),Germany,Satellite Feature,SF,LAC-119,Approved,2006,[75],"Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",,"Oct 18, 2010"
10742,Leibnitz X,Leibnitz X,Moon,19.71,-36.72,177.43,-36.39,-37.04,177.84,177.03,+E (0-360),Germany,Satellite Feature,SF,LAC-119,Approved,2006,[75],"Gottfried Wilhelm; German mathematician, philosopher (1646-1716).",,"Oct 18, 2010"
3336,Leida,Leida,Venus,18.80,-23.30,266.60,-23.30,-23.30,266.60,266.60,+E (0-360),Estonia,"Crater, craters",AA,v40,Approved,1994,[108],Estonian first name.,None,"Mar 26, 2014"
14602,Leighton,Leighton,Mars,65.94,3.08,57.75,3.64,2.52,58.31,57.20,+E (0-360),United States,"Crater, craters",AA,mc13,Approved,"Oct 27, 2009",[231],Robert B.; American physicist (1919-1997).,,"Nov 17, 2010"
3333,Lei-Kung Fluctus,Lei Kung Fluctus,Io,347.45,40.13,153.56,44.18,36.22,161.19,146.37,+E (0-360),China,"Fluctus, fluctūs",FL,-,Approved,1997,[83],Chinese thunder god.,,"Oct 01, 2006"
3337,Leila,Leila,Venus,18.80,-44.20,86.80,-44.20,-44.20,86.80,86.80,+E (0-360),Semitic,"Crater, craters",AA,v46,Approved,1994,[82],First name from Arabic.,,"Oct 01, 2006"
14275,Leilah Fluctus,Leilah Fluctus,Titan,190.00,50.50,282.20,52.20,48.77,284.00,279.50,+E (0-360),Persian,"Fluctus, fluctūs",FL,-,Approved,"Mar 02, 2007",[83],Persian goddess of beauty and chastity.,,"Mar 02, 2007"
3338,Leipter Sulci,Leipter Sulci,Triton,0.00,7.00,9.00,7.00,7.00,9.00,9.00,+E (0-360),Norse,"Sulcus, sulci",SU,-,Approved,1991,[83],Norse sacred river.,,"Oct 01, 2006"
16066,Leix Chaos,Leix Chaos,Europa,415.00,-39.39,223.80,-34.54,-43.56,215.44,235.21,+E (0-360),Celtic,"Chaos, chaoses",CH,-,Approved,"Jan 04, 2022",[632],"In Celtic mythology, the city to which Maeldūn voyaged to avenge his father, Ailill Edge-of-Battle.",,"May 02, 2022"
3334,Lei-zi Fluctus,Lei zi Fluctus,Io,176.92,13.48,315.07,14.90,10.08,316.23,311.69,+E (0-360),China,"Fluctus, fluctūs",FL,-,Approved,2000,[127],Chinese goddess of thunder.,,"Oct 01, 2006"
3339,Leleque,Leleque,Mars,8.43,36.46,138.17,36.53,36.39,138.26,138.08,+E (0-360),Argentina,"Crater, craters",AA,mc07,Approved,1991,[36],Town in Argentina.,,"Nov 17, 2010"
3340,Lemaître,Lemaitre,Moon,93.70,-61.36,210.02,-59.82,-62.91,213.26,206.78,+E (0-360),Belgium,"Crater, craters",AA,LAC-133,Approved,1970,-,Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).,,"Oct 18, 2010"
10743,Lemaître C,Lemaitre C,Moon,26.64,-59.53,214.25,-59.09,-59.97,215.12,213.38,+E (0-360),Belgium,Satellite Feature,SF,LAC-133,Approved,2006,-,Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).,,"Oct 18, 2010"
10744,Lemaître F,Lemaitre F,Moon,33.94,-61.51,211.47,-60.95,-62.08,212.64,210.30,+E (0-360),Belgium,Satellite Feature,SF,LAC-133,Approved,2006,-,Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).,,"Oct 18, 2010"
10745,Lemaître S,Lemaitre S,Moon,34.51,-61.80,203.19,-61.23,-62.37,204.40,201.98,+E (0-360),Belgium,Satellite Feature,SF,LAC-133,Approved,2006,-,Georges Henri Joseph Édouard; Belgian mathematician (1894-1966).,,"Oct 18, 2010"
3341,Lemgo,Lemgo,Mars,15.73,-42.50,325.21,-42.37,-42.64,325.40,325.04,+E (0-360),Germany,"Crater, craters",AA,mc26,Approved,1976,[36],Town in Germany.,,"Nov 17, 2010"
3342,Lemkechen Dorsa,Lemkechen Dorsa,Venus,2000.00,18.50,68.50,22.00,15.00,80.00,57.00,+E (0-360),,"Dorsum, dorsa",DO,v22,Approved,1997,[107],"Berber pole star goddess, holds camel motionless to milk it.",,"Oct 01, 2006"
16083,Lemminkäinen Vallis,Lemminkainen Vallis,Pluto,726.00,87.42,238.73,89.41,67.33,153.48,323.98,+E (0-360),Finland,"Vallis, valles",VA,-,Approved,"May 27, 2022",[638],Lemminkäinen is a hero of the Finnish national epic The Kalevala. He travels to the Underworld to capture the black swan.,,"Jun 03, 2022"
3312,Le Monnier,Le Monnier,Moon,68.40,26.66,30.50,27.67,25.65,31.75,29.26,+E (0-360),France,"Crater, craters",AA,LAC-43,Approved,1935,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10690,Le Monnier A,Le Monnier A,Moon,20.87,26.83,32.49,27.18,26.49,32.88,32.11,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10691,Le Monnier H,Le Monnier H,Moon,4.70,24.97,29.62,25.05,24.89,29.71,29.54,+E (0-360),France,Satellite Feature,SF,LAC-42,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10692,Le Monnier K,Le Monnier K,Moon,4.02,27.75,30.26,27.82,27.69,30.34,30.19,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10693,Le Monnier S,Le Monnier S,Moon,38.32,26.78,33.78,27.18,26.39,34.49,33.08,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10694,Le Monnier T,Le Monnier T,Moon,16.21,25.17,31.46,25.43,24.90,31.75,31.16,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10695,Le Monnier U,Le Monnier U,Moon,25.14,26.11,33.41,26.53,25.70,33.87,32.95,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
10696,Le Monnier V,Le Monnier V,Moon,23.10,26.03,34.25,26.41,25.65,34.68,33.83,+E (0-360),France,Satellite Feature,SF,LAC-43,Approved,2006,[68],"Pierre Charles; French astronomer, physicist (1715-1799).",,"Oct 18, 2010"
3343,Lempo,Lempo,Callisto,41.30,-25.20,40.10,-24.70,-25.70,40.60,39.50,+E (0-360),Finland,"Crater, craters",AA,-,Approved,1988,[1],Finno-Ugric evil spirit.,,"Oct 01, 2006"
3344,Lemuria,Lemuria,Mars,0.00,69.78,160.00,69.78,69.78,160.00,160.00,+E (0-360),Latin,Albedo Feature,AL,mc01,Approved,1958,[60],Designation of purported drowned continent south of India; also relates to lemur monkeys found on Madagascar and Sunda Islands.,,"Oct 01, 2006"
3345,Lena,Lena,Venus,15.20,39.50,23.00,39.50,39.50,23.00,23.00,+E (0-360),Russia,"Crater, craters",AA,v08,Approved,1985,[98],Russian first name.,,"Dec 30, 2008"
14503,[Lenard],Lenard,Moon,47.65,85.19,250.31,85.98,84.40,259.72,240.89,+E (0-360),Germany,"Crater, craters",AA,LAC-1,Dropped,"Oct 30, 2008",[68],"Philipp Edward Anton; German physicist, 1905 Nobel Prize winner for physics (1862-1947).","Name dropped on August 12, 2020.","Aug 12, 2020"
3346,Lengdin Corona,Lengdin Corona,Venus,525.00,2.50,223.00,5.00,0.60,224.00,221.70,+E (0-360),China,"Corona, coronae",CR,v27,Approved,2003,[127],Chinese Earth goddess.,,"Oct 01, 2006"
15101,L’Engle,L’Engle,Mercury,62.00,-86.63,69.62,-85.83,-87.43,83.32,55.93,+E (0-360),United States,"Crater, craters",AA,H-15,Approved,"Mar 15, 2013",[292],Madeleine; American author (1918-2007).,None,"Mar 15, 2013"
15192,Lennon,Lennon,Mercury,95.00,-36.41,41.18,-35.34,-37.49,42.57,39.79,+E (0-360),England,"Crater, craters",AA,H-14,Approved,"Dec 16, 2013",[75],John Winston; English singer and songwriter (1940-1980).,None,"Oct 11, 2016"
3347,Lenore,Lenore,Venus,15.50,38.70,292.20,38.70,38.70,292.20,292.20,+E (0-360),Greek,"Crater, craters",AA,v17,Approved,1994,[82],Greek first name (form of Helen).,,"Oct 01, 2006"
3348,Lents (Lenz),Lents  Lenz,Moon,21.98,2.72,257.70,3.09,2.36,258.06,257.34,+E (0-360),Russia,"Crater, craters",AA,LAC-72,Approved,1970,[75],Heinrich Friedrich Emil; Russian physicist (1804-1865).,,"Oct 18, 2010"
10746,Lents (Lenz) C,Lents  Lenz  C,Moon,23.29,3.28,258.23,3.66,2.90,258.61,257.85,+E (0-360),Russia,Satellite Feature,SF,LAC-72,Approved,2006,[75],Heinrich Friedrich Emil; Russian physicist (1804-1865).,,"Oct 18, 2010"
10747,Lents (Lenz) J,Lents  Lenz  J,Moon,15.82,-3.63,262.63,-3.37,-3.89,262.89,262.36,+E (0-360),Russia,Satellite Feature,SF,LAC-90,Approved,2006,[75],Heinrich Friedrich Emil; Russian physicist (1804-1865).,,"Oct 18, 2010"
